"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"WP_Ovarian_Infertility_Genes%WP34",0.00168067226890756,0.0133608917103418,0.681993685396711,1.77387766376404,0,18,"EGR1"|"NRIP1"|"CEBPB"|"CDKN1B"|"SMAD3"|"VDR"
"WP_Interactome_of_polycomb_repressive_complex_2_(PRC2)_%WP2916",0.00169204737732657,0.0133608917103418,0.721694363391636,1.82183909609737,0,16,"BCLAF1"|"SETX"|"AEBP2"|"MORC3"|"EED"|"ELL"|"SUZ12"|"EZH1"|"MTF2"|"EZH2"
"WP_Adipogenesis%WP236",0.00140449438202247,0.0133608917103418,0.550827191202594,1.96479675930545,0,102,"DDIT3"|"KLF6"|"LIF"|"STAT2"|"NRIP1"|"CEBPB"|"CELF1"|"SOCS3"|"GADD45A"|"KLF7"|"SMAD3"|"NR3C1"|"STAT1"|"KLF5"|"STAT5A"|"FOXO1"|"NAMPT"|"CREB1"|"EGR2"|"BMP2"|"FOXC2"|"IL6"|"TNF"|"MEF2D"|"SP1"|"SERPINE1"|"IRS2"|"PCK1"|"PPARD"|"SOCS1"|"LPIN2"|"TWIST1"|"E2F4"|"OSM"|"AHR"|"GATA3"|"RARA"|"PLIN2"|"PPARGC1A"|"RORA"|"MEF2A"|"CTNNB1"|"CYP26B1"|"ID3"|"EBF1"
"WP_Photodynamic_therapy-induced_NF-kB_survival_signaling%WP3617",0.00163398692810458,0.0133608917103418,0.765044610092295,2.18263806869027,0,28,"CXCL2"|"NFKB1"|"NFKB2"|"PTGS2"|"BIRC3"|"IL1A"|"BIRC2"|"RELB"|"ICAM1"|"BCL2A1"|"REL"|"RELA"|"BCL2L2"|"IL6"|"TNF"|"SELE"|"TRAF6"|"CSF2"|"CHUK"
"WP_Structural_Pathway_of_Interleukin_1_(IL-1)%WP2637",0.00162337662337662,0.0133608917103418,0.648204201097563,2.04239807408568,0,48,"NFKBIA"|"NFKB1"|"IRAK2"|"TANK"|"IL1A"|"NFKBIB"|"TAB2"|"IRF7"|"FOS"|"MAP3K8"|"MAP2K3"|"TAB3"|"RELA"|"MYC"|"MAP3K1"|"EIF4E"|"MAP2K4"|"MYD88"|"MAPKAPK2"|"TRAF6"|"MBP"|"CHUK"
"WP_Mesodermal_Commitment_Pathway%WP2857",0.00136612021857924,0.0133608917103418,0.457368001338933,1.66092078159426,0,122,"NFE2L2"|"KLF4"|"ZNF281"|"KDM6A"|"AEBP2"|"SMAD3"|"UBR5"|"INHBA"|"KLF5"|"ZNF462"|"EXT1"|"TRIM5"|"FOXA2"|"ZIC5"|"PIAS1"|"FOXC2"|"SETD2"|"TBX3"|"GATA6"|"JAK2"|"LATS1"|"NLK"|"SNAI1"|"MTF2"|"CCDC88A"|"SMAD1"|"SMAD2"|"SESN1"|"POU5F1"|"ACVR2A"|"DLL1"|"BHLHE40"|"GATA3"|"MEIS1"|"HES7"|"TCF7L1"|"FZD5"|"ADAM19"|"TEAD2"|"AXIN2"|"C9ORF72"|"SOX2"|"FZD8"|"EPB41L5"|"HMGA2"|"JARID2"
"WP_Regulation_of_toll-like_receptor_signaling_pathway%WP1449",0.00138888888888889,0.0133608917103418,0.556545633048158,1.99117630686195,0,104,"NFKBIA"|"TNFAIP3"|"NFKB1"|"NFKB2"|"CYLD"|"IRAK2"|"TAB2"|"IRF7"|"FOS"|"TBK1"|"STAT1"|"MAP3K8"|"CASP8"|"MAP2K3"|"JUN"|"USP7"|"TAB3"|"CTNNAL1"|"RELA"|"TICAM1"|"MAP2K4"|"IL6"|"MYD88"|"TNF"|"TRAF3"|"AKT3"|"IFNB1"|"TRAF6"|"SOCS1"|"PLK1"|"RBCK1"|"RNF31"|"PELI1"|"TIFA"|"TRAFD1"|"CXCL11"|"CHUK"|"CCL4"
"WP_IL17_signaling_pathway%WP2112",0.00167785234899329,0.0133608917103418,0.671006277575459,1.87756288782641,0,26,"NFKB1"|"CEBPB"|"NFKBIB"|"RELA"|"GSK3B"|"TRAF3"|"SP1"|"JAK2"|"TRAF6"
"WP_TLR4_Signaling_and_Tolerance%WP3851",0.0016750418760469,0.0133608917103418,0.709430369769263,1.97018846767875,0,25,"NFKBIA"|"NFKB1"|"TAB2"|"IRF7"|"TBK1"|"TICAM1"|"IL6"|"MYD88"|"TNF"|"TRAF3"|"IFNB1"|"TRAF6"|"CHUK"
"WP_Oncostatin_M_Signaling_Pathway%WP2374",0.00151515151515152,0.0133608917103418,0.538653934143019,1.79175823219618,0,62,"NFKBIA"|"NFKB1"|"EGR1"|"CEBPB"|"CCL2"|"SOCS3"|"RICTOR"|"FOS"|"CDKN1B"|"STAT1"|"JUND"|"RELA"|"CREB1"|"JAK2"|"JUNB"|"SERPINE1"|"KRAS"|"TYK2"|"PRKCE"|"RAF1"|"LDLR"|"OSM"
"WP_Non-genomic_actions_of_1,25_dihydroxyvitamin_D3%WP4341",0.00156985871271586,0.0133608917103418,0.555682218300439,1.82680311034721,0,58,"NFKB1"|"NFKB2"|"STAT2"|"CCL2"|"MED1"|"RELB"|"ISG15"|"STAT1"|"ETS1"|"JUN"|"VDR"|"IL6"|"TNF"|"SP3"|"SP1"|"KRAS"|"TYK2"|"PRKCE"
"WP_Toll-like_Receptor_Signaling_related_to_MyD88%WP3858",0.0016750418760469,0.0133608917103418,0.676300020359356,1.87818080192461,0,25,"NFKB1"|"NFKB2"|"IRF7"|"RELB"|"TBK1"|"REL"|"RELA"|"TICAM1"|"MYD88"|"TRAF3"|"TRAF6"|"CHUK"
"WP_Novel_intracellular_components_of_RIG-I-like_receptor_(RLR)_pathway%WP3865",0.00160513643659711,0.0133608917103418,0.701010973200166,2.22750916158042,0,50,"NFKBIA"|"DDX58"|"NFKB1"|"CYLD"|"TANK"|"NFKBIB"|"IRF7"|"TBK1"|"ISG15"|"TRIM25"|"CASP8"|"AZI2"|"RELA"|"CASP10"|"MAP3K1"|"SNW1"|"TNF"|"DDX3X"|"TRAF3"|"DDX3Y"|"IFNB1"|"TRAF6"|"IFIH1"|"DDX17"|"CHUK"|"DHX58"|"TRAF2"
"WP_Endoderm_Differentiation%WP2853",0.00137551581843191,0.0133608917103418,0.439141038157442,1.59058306412625,0,118,"ZNF281"|"AEBP2"|"SMAD3"|"UBR5"|"NR3C1"|"STAT1"|"ZBTB17"|"MAP2K3"|"ZNF462"|"FOXO1"|"EXT1"|"TRIM5"|"NAA15"|"FOXA2"|"RFX7"|"ZIC5"|"PIAS1"|"SIAH2"|"DUSP5"|"CEBPZ"|"BTAF1"|"GATA6"|"DUSP4"|"PAF1"|"NLK"|"MTF2"|"SMAD2"|"SESN1"|"EZH2"|"POU5F1"
"WP_Hematopoietic_Stem_Cell_Gene_Regulation_by_GABP_alpha/beta_Complex%WP3657",0.00168067226890756,0.0133608917103418,0.787379586436285,2.04798826028812,0,18,"MCL1"|"GABPB1"|"CREBBP"|"SMARCA4"|"ETV6"|"ZFX"|"FOXO3"|"EP300"|"PTEN"
"WP_MAPK_Signaling_Pathway%WP382",0.00129533678756477,0.0133608917103418,0.454605723739982,1.72646652563629,0,192,"DDIT3"|"NFKB1"|"DUSP8"|"NFKB2"|"ATF4"|"IL1A"|"TAB2"|"GADD45A"|"RELB"|"DUSP16"|"FOS"|"LAMTOR3"|"NR4A1"|"CRKL"|"DUSP10"|"MAP3K8"|"MAP2K3"|"JUN"|"JUND"|"TAOK1"|"DAXX"|"RELA"|"MYC"|"MAP3K1"|"MAP2K4"|"PDGFB"|"MAP3K13"|"TNF"|"RASA2"|"DUSP1"|"MAP3K2"|"RASGRP3"|"DUSP6"|"CACNG8"|"DUSP4"|"MAP4K3"|"MAX"|"PPM1A"|"DUSP3"|"AKT3"|"MAPKAPK2"|"HSPA6"|"NLK"|"MAPK8IP3"|"KRAS"|"BRAF"|"PLA2G4C"|"TRAF6"|"FGF12"|"RASGRP1"|"PPP3R1"|"RAF1"|"CHUK"|"NF1"|"PPP3CC"|"ATF2"|"PDGFA"|"MAP3K4"|"TRAF2"
"WP_Circadian_rhythm_related_genes%WP3594",0.00133868808567604,0.0133608917103418,0.487320544726427,1.78859416047593,0,142,"NR1D1"|"NFIL3"|"EGR1"|"ATF4"|"NRIP1"|"PER1"|"BHLHE41"|"RELB"|"SETX"|"DRD1"|"PER3"|"CRY1"|"PER2"|"MIR5047"|"ID2"|"PML"|"SIK1"|"SIN3A"|"JUN"|"JUND"|"DDX5"|"RBM4"|"NAMPT"|"DBP"|"DHX9"|"CREB1"|"DYRK1A"|"IL6"|"GSK3B"|"NR1D2"|"TOP1"|"KDM5A"|"CRY2"|"PROX1"|"SERPINE1"|"SIRT1"|"EP300"|"PTEN"|"UBC"|"ZFHX3"|"EZH2"|"MIR3064"|"PHLPP1"|"ARNTL2"|"CREM"|"AHR"|"BHLHE40"|"KLF10"|"PPP1CC"|"KLF9"|"KCNMA1"|"CSNK1D"|"PPARGC1A"|"HDAC3"|"HNRNPD"|"NGFR"|"OGT"|"FBXW11"|"RORA"|"FBXL3"|"PRKAA2"|"ID3"
"WP_Apoptosis%WP254",0.0015220700152207,0.0133608917103418,0.622034326725108,2.11376368406317,0,73,"NFKBIA"|"NFKB1"|"IRF1"|"BBC3"|"BIRC3"|"NFKBIB"|"MCL1"|"BIRC2"|"NFKBIE"|"IRF7"|"TRAF1"|"CASP8"|"PMAIP1"|"JUN"|"IRF2"|"RELA"|"MYC"|"BCL2L2"|"CASP10"|"MAP3K1"|"MAP2K4"|"TNF"|"TRAF3"
"WP_TNF_alpha_Signaling_Pathway%WP231",0.00146198830409357,0.0133608917103418,0.530731287554816,1.85897918033332,0,89,"NFKBIA"|"TNFAIP3"|"NFKB1"|"NFKB2"|"TANK"|"BIRC3"|"CCL2"|"NFKBIB"|"TAB2"|"BIRC2"|"NFKBIE"|"TBK1"|"REL"|"TRAF1"|"MAP3K8"|"CASP8"|"MAP2K3"|"JUN"|"TAB3"|"CREBBP"|"MAP3K1"|"MAP2K4"|"IL6"|"TNF"|"SELE"|"APAF1"|"KRAS"|"PLK1"|"OTUD7B"|"RAF1"
"WP_Apoptosis_Modulation_and_Signaling%WP1772",0.00148367952522255,0.0133608917103418,0.50340128234282,1.73663705514404,0,79,"NFKBIA"|"NFKB1"|"BBC3"|"BIRC3"|"MCL1"|"BIRC2"|"FOS"|"BCL2A1"|"CASP8"|"PMAIP1"|"JUN"|"DAXX"|"BCL2L2"|"CASP10"|"TNFRSF10D"|"MYD88"|"TRAF3"|"BMF"|"APAF1"|"TRAF6"
"WP_Cytokines_and_Inflammatory_Response%WP530",0.00168350168350168,0.0133608917103418,0.74210702754905,1.90390787188168,0,17,"CXCL2"|"CXCL1"|"IL1A"|"CSF1"|"IL6"|"TNF"|"IL11"|"IFNB1"|"CSF2"|"PDGFA"|"IL15"|"CSF3"|"IL7"|"IL1B"
"WP_IL-4_Signaling_Pathway%WP395",0.00158227848101266,0.0133608917103418,0.562439562021344,1.7991150173469,0,51,"NFKBIA"|"NFIL3"|"NFKB1"|"CEBPB"|"SOCS3"|"FOS"|"SOCS5"|"STAT1"|"STAT5A"|"RELA"|"IL4R"|"JAK2"|"IRS2"|"EP300"|"TYK2"|"SOCS1"|"CHUK"|"RPS6KB1"|"GATA3"|"ATF2"
"WP_T-Cell_antigen_Receptor_(TCR)__Signaling_Pathway%WP69",0.00153609831029186,0.0133608917103418,0.501706277055298,1.69465963595238,0,70,"NFKBIA"|"NFKB1"|"BCL10"|"IL1A"|"TNFRSF9"|"FOS"|"REL"|"CRKL"|"MAP3K8"|"CD83"|"RIPK2"|"JUN"|"RELA"|"CREB1"|"IL6"|"TRAF6"|"PDPK1"|"IL15RA"|"RAF1"|"NCK1"|"CHUK"|"SH2B3"|"GATA3"|"ATF2"
"WP_Fibrin_Complement_Receptor_3_Signaling_Pathway%WP4136",0.00163934426229508,0.0133608917103418,0.590295539864785,1.75615596509852,0,35,"CXCL3"|"NFKB1"|"IRAK2"|"CCL2"|"TICAM1"|"IL6"|"MYD88"|"TNF"|"IFNB1"|"RASSF5"|"TRAF6"|"CHUK"
"WP_The_human_immune_response_to_tuberculosis%WP4197",0.00169204737732657,0.0133608917103418,0.747926813807206,2.02994968799719,0,23,"IRF1"|"STAT2"|"STAT1"|"IRF9"|"OAS1"|"IFNGR2"|"PIAS1"|"IFIT3"|"TAP1"|"JAK2"|"IFIT1"|"TYK2"|"PSMB8"|"SOCS1"|"IFITM1"|"MX1"|"PTPN2"|"IFI35"
"WP_Vitamin_D_in_inflammatory_diseases%WP4482",0.00169779286926995,0.0133608917103418,0.692430670520804,1.86074918702289,0,22,"NFKBIA"|"NFKB1"|"SMAD3"|"NR3C1"|"MAP2K3"|"RELA"|"VDR"|"MAP3K1"|"IL6"|"TNF"|"DUSP1"|"PPP3R1"|"CHUK"
"WP_Hepatitis_B_infection%WP4666",0.00136054421768707,0.0133608917103418,0.485408610923052,1.76965721389985,0,126,"DDX58"|"NFKB1"|"STAT2"|"ATF4"|"CREB5"|"TAB2"|"IRF7"|"FOS"|"TBK1"|"SMAD3"|"STAT1"|"CASP8"|"STAT5A"|"MAP2K3"|"JUN"|"RELA"|"MYC"|"CREBBP"|"TICAM1"|"CASP10"|"MAP3K1"|"MAP2K4"|"CREB1"|"EGR2"|"IL6"|"MYD88"|"TNF"|"DDX3X"|"TRAF3"|"JAK2"|"AKT3"|"APAF1"|"IFNB1"|"KRAS"|"EP300"|"TYK2"|"BRAF"|"TRAF6"|"SMAD2"|"IFIH1"|"RAF1"
"WP_Signal_transduction_through_IL1R%WP4496",0.00164473684210526,0.0133608917103418,0.69577588216062,2.00935717010684,0,30,"NFKBIA"|"NFKB1"|"IRAK2"|"IL1A"|"MAP2K3"|"JUN"|"RELA"|"MAP3K1"|"IL6"|"MYD88"|"TNF"|"IFNB1"|"TRAF6"
"WP_Type_I_Interferon_Induction_and_Signaling_During_SARS-CoV-2_Infection%WP4868",0.00165016501650165,0.0133608917103418,0.756444014745144,2.13810061451245,0,27,"NFKBIA"|"NFKB1"|"STAT2"|"FOS"|"TBK1"|"STAT1"|"EIF2AK2"|"IRF9"|"OAS1"|"JUN"|"MYD88"|"TRAF3"|"OAS3"|"TYK2"|"TRAF6"
"WP_Gastrin_Signaling_Pathway%WP4659",0.00140449438202247,0.0133608917103418,0.452814271132481,1.61518535522174,0,102,"NFKBIA"|"NFKB1"|"EGR1"|"PTGS2"|"BIRC3"|"KLF4"|"BIRC2"|"FOS"|"LAMTOR3"|"CDKN1B"|"TJP1"|"JUN"|"FOXO1"|"RELA"|"MYC"|"RHOB"|"CREB1"|"PRKD2"|"BMP2"|"GSK3B"|"MEF2D"|"SP1"|"FOXO3"|"JAG1"|"JAK2"|"SERPINE1"|"KRAS"|"PRKCE"
"WP_Host-pathogen_interaction_of_human_corona_viruses_-_MAPK_signaling%WP4877",0.00162866449511401,0.0133608917103418,0.599172917078002,1.76468956724071,0,33,"DDIT3"|"FOS"|"MAP2K3"|"JUN"|"MAP3K1"|"EIF4E"|"MAP2K4"|"IFITM3"|"JUNB"|"BST2"|"IFITM1"|"RAF1"|"IFITM2"|"ATF2"|"MAP3K4"
"WP_Host-pathogen_interaction_of_human_corona_viruses_-_Interferon_induction%WP4880",0.00164203612479475,0.0133608917103418,0.736661821894671,2.15682122903369,0,32,"NFKBIA"|"DDX58"|"NFKB1"|"STAT2"|"FOS"|"TBK1"|"STAT1"|"EIF2AK2"|"IRF9"|"OAS1"|"JUN"|"TICAM1"|"MYD88"|"TRAF3"|"OAS3"|"TYK2"|"TRAF6"|"IFIH1"|"CHUK"
"WP_DNA_Replication%WP466",0.00251889168765743,0.0144280589876445,-0.583989203645203,-1.9318828855048,0,41,"RPA1"|"POLD2"|"UBA52"|"MCM6"|"MCM5"|"MCM4"|"RPA2"|"MCM3"|"RFC5"|"MCM2"|"POLD4"|"ORC3"|"CDC6"|"RFC3"|"PCNA"|"POLA2"|"POLA1"|"CDC45"|"MCM7"|"RPA3"|"POLE"|"CDK2"|"ORC5"|"MCM10"
"WP_Oxidative_phosphorylation%WP623",0.00255102040816327,0.0144280589876445,-0.81527898955234,-2.58342487711479,0,35,"NDUFA4"|"NDUFB8"|"NDUFB10"|"ATP6AP1"|"ATP6AP2"|"NDUFA2"|"NDUFA10"|"NDUFV1"|"NDUFA11"|"NDUFB2"|"NDUFS8"|"NDUFS6"|"NDUFS5"|"NDUFB9"|"NDUFB1"|"NDUFAB1"|"NDUFB7"|"NDUFS1"|"NDUFA3"|"NDUFB5"|"NDUFS3"|"NDUFA8"|"NDUFA6"|"NDUFS7"|"NDUFS2"|"NDUFA7"|"NDUFB4"|"NDUFC2"|"NDUFA9"
"WP_Fatty_Acid_Biosynthesis%WP357",0.00236406619385343,0.0144280589876445,-0.734998411066368,-2.07735363647738,0,21,"ECH1"|"SCD"|"ACAA2"|"FASN"|"ECHS1"|"ACLY"|"ACACA"|"HADH"|"ECHDC1"|"PECR"|"ACSL4"|"ACSL1"|"DECR1"|"MECR"
"WP_TCA_Cycle_(aka_Krebs_or_citric_acid_cycle)%WP78",0.00245700245700246,0.0144280589876445,-0.77614747868589,-2.11619971652592,0,18,"MDH2"|"ACO2"|"SDHA"|"FH"|"IDH2"|"IDH3G"|"CS"|"SUCLA2"|"SDHB"|"SUCLG2"|"IDH3A"|"SDHD"|"SUCLG1"|"SDHC"|"OGDH"|"DLD"|"IDH3B"
"WP_Glycolysis_and_Gluconeogenesis%WP534",0.00255102040816327,0.0144280589876445,-0.721875441669113,-2.28745128733197,0,35,"TPI1"|"LDHB"|"PGK1"|"MDH1"|"ENO1"|"MDH2"|"PKM"|"GAPDH"|"GPI"|"PFKL"|"PDHA1"|"PFKP"|"SLC2A3"|"GOT1"|"ALDOA"|"GOT2"|"ALDOC"|"PFKM"|"MPC2"|"DLAT"
"WP_Alpha_6_Beta_4_signaling_pathway%WP244",0.00254452926208651,0.0144280589876445,-0.589708767842633,-1.83676343814764,0,32,"LAMB1"|"EIF4EBP1"|"LAMC1"|"ITGA6"|"LAMB2"|"HRAS"|"PTPN11"|"SHC1"|"AKT1"|"GRB2"|"PRKCA"|"RHOA"|"MAPK14"|"LAMA3"|"SRC"|"MAPK3"|"RAC1"|"MAPK1"
"WP_Fatty_Acid_Beta_Oxidation%WP143",0.00246305418719212,0.0144280589876445,-0.7096612491621,-2.11285616413091,0,26,"TPI1"|"HADHB"|"ECHS1"|"HADHA"|"ACADVL"|"HADH"|"ACAT1"|"ECI1"|"ACADM"|"CRAT"|"CPT2"|"ACSL4"|"CPT1A"|"ACSL1"|"DLD"|"DECR1"|"GCDH"
"WP_Fluoropyrimidine_Activity%WP1601",0.00256410256410256,0.0144280589876445,-0.644673362879051,-1.9166467201083,0,28,"ABCG2"|"TK1"|"ABCC3"|"RRM1"|"ABCC4"|"CES1"|"RRM2"|"SLC29A1"|"ABCC5"|"TYMS"|"TP53"|"GGH"|"UCK2"|"CES2"|"DHFR"|"ERCC2"|"SMUG1"|"XRCC3"
"WP_Pathogenic_Escherichia_coli_infection%WP2272",0.00252525252525253,0.0144280589876445,-0.623948862649639,-2.12513451211322,0,47,"TUBA1B"|"YWHAQ"|"ITGB1"|"TUBA1A"|"ACTB"|"TUBB4B"|"TUBB"|"ARPC5"|"EZR"|"TUBA4A"|"ARPC1B"|"ARPC3"|"ARPC2"|"CTTN"|"TUBB6"|"ARPC1A"|"TUBB3"|"NCL"|"TUBB4A"|"PRKCA"|"RHOA"
"WP_DNA_Mismatch_Repair%WP531",0.0024330900243309,0.0144280589876445,-0.671197674442004,-1.91768959327715,0,23,"RPA1"|"POLD2"|"MSH2"|"POLE4"|"RPA2"|"RFC5"|"LIG1"|"POLD4"|"RFC3"|"PCNA"|"RPA3"|"POLE"|"EXO1"
"WP_Trans-sulfuration_and_one_carbon_metabolism%WP2525",0.00252525252525253,0.0144280589876445,-0.670119037448042,-1.99706093084333,0,27,"AHCY"|"PSAT1"|"GCLC"|"MTHFD1"|"GCLM"|"SHMT1"|"PHGDH"|"MTR"|"TYMS"|"GSS"|"PSPH"|"SHMT2"
"WP_One_carbon_metabolism_and_related_pathways%WP3940",0.00255102040816327,0.0144280589876445,-0.640950519510674,-2.03101948942991,0,35,"GSR"|"GCLC"|"SOD1"|"GPX2"|"GPX1"|"GCLM"|"DNM1"|"SHMT1"|"BCAT1"|"GPX4"|"PEMT"|"MTR"|"TYMS"|"BCAT2"|"GSS"|"GPX3"|"SHMT2"|"PCYT1A"
"WP_Metabolic_reprogramming_in_colon_cancer%WP4290",0.0025062656641604,0.0144280589876445,-0.806618118555505,-2.66393043766326,0,40,"G6PD"|"PGK1"|"PSAT1"|"TALDO1"|"TKT"|"PGD"|"ENO1"|"MDH2"|"SLC16A3"|"PKM"|"GAPDH"|"GPI"|"PFKL"|"PAICS"|"FASN"|"PDHA1"|"PYCR1"|"SLC1A5"|"ACO2"|"ACLY"|"PDHB"|"FH"|"IDH2"|"GOT2"|"PSPH"|"SDHB"|"SHMT2"|"SUCLG2"|"IDH3A"
