"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"WP_Photodynamic_therapy-induced_NF-kB_survival_signaling%WP3617",0.00146412884333821,0.0170027865677986,0.794959070736883,1.82814210926029,0,24,"CXCL2"|"PTGS2"|"ICAM1"|"NFKB1"|"REL"|"RELB"|"NFKB2"|"SELE"|"BIRC3"|"TNF"|"IL1A"|"CHUK"|"BCL2L2"|"TRAF6"|"VEGFA"
"WP_Structural_Pathway_of_Interleukin_1_(IL-1)%WP2637",0.00132100396301189,0.0170027865677986,0.676634317744216,1.78720594424387,0,49,"NFKBIA"|"FOS"|"MAP3K8"|"NFKBIB"|"NFKB1"|"TAB3"|"IL1A"|"TANK"|"IRAK2"|"TAB2"|"CHUK"|"IRF7"|"MAP2K4"|"MAP3K1"|"TRAF6"|"MAPKAPK2"|"IL1R1"|"ATF2"|"ELK1"
"WP_Regulation_of_toll-like_receptor_signaling_pathway%WP1449",0.00120336943441637,0.0170027865677986,0.660685209396967,1.91716088664822,0,95,"TNFAIP3"|"NFKBIA"|"FOS"|"MAP3K8"|"JUN"|"CYLD"|"NFKB1"|"LBP"|"NFKB2"|"TBK1"|"TICAM1"|"STAT1"|"TAB3"|"TNF"|"IRAK2"|"TAB2"|"PELI1"|"CHUK"|"IRF7"|"USP7"|"MAP2K4"|"TMED7"|"TRAF6"|"TIFA"|"CCL4"
"WP_TLR4_Signaling_and_Tolerance%WP3851",0.00144300144300144,0.0170027865677986,0.798637109556047,1.83610519233563,0,23,"NFKBIA"|"NFKB1"|"TBK1"|"TICAM1"|"TNF"|"TAB2"|"TRAM1"|"CHUK"|"IRF7"|"TRAF6"
"WP_Oncostatin_M_Signaling_Pathway%WP2374",0.00128205128205128,0.0170027865677986,0.613110972450987,1.66433686883485,0,59,"JUNB"|"NFKBIA"|"FOS"|"CCL2"|"SOCS3"|"CDKN1B"|"NFKB1"|"EGR1"|"JUND"|"CEBPB"|"STAT1"|"CREB1"|"IL6ST"|"RICTOR"|"JAK2"|"KRAS"|"PRKCE"
"WP_Toll-like_Receptor_Signaling_related_to_MyD88%WP3858",0.00146412884333821,0.0170027865677986,0.762324597640414,1.75309364868247,0,24,"NFKB1"|"REL"|"RELB"|"NFKB2"|"TBK1"|"TICAM1"|"CHUK"|"IRF7"|"TRAF6"
"WP_Novel_intracellular_components_of_RIG-I-like_receptor_(RLR)_pathway%WP3865",0.00132100396301189,0.0170027865677986,0.677699062940664,1.79001827417496,0,49,"NFKBIA"|"CYLD"|"NFKBIB"|"NFKB1"|"TBK1"|"TNF"|"TANK"|"CASP10"|"CHUK"|"IRF7"|"MAP3K1"|"TRAF6"|"SIKE1"|"CASP8"|"DDX3Y"
"WP_Circadian_rhythm_related_genes%WP3594",0.00114678899082569,0.0170027865677986,0.574816451546897,1.72453469676268,0,137,"NR1D1"|"KLF10"|"NFIL3"|"JUN"|"BHLHE41"|"MIR5047"|"PER1"|"RELB"|"PER3"|"DBP"|"ID3"|"EGR1"|"JUND"|"BHLHE40"|"NAMPT"|"SIN3A"|"DDX5"|"DYRK1A"|"NRIP1"|"PPARGC1A"|"SIK1"|"CRY1"|"SIRT1"|"ATF4"|"CREB1"|"SETX"|"PER2"|"MIR3064"|"GSK3B"|"KLF9"|"NGFR"|"EP300"|"ZFHX3"|"RBM4"|"ADORA2A"|"PTEN"|"NR1D2"|"PROX1"|"PRKAA2"|"ID2"|"FBXL3"|"UBC"
"WP_Aryl_Hydrocarbon_Receptor_Pathway%WP2873",0.00137362637362637,0.0170027865677986,0.711166055879849,1.76302201849958,0,33,"JUNB"|"CDKN1B"|"JUN"|"IGFBP1"|"HES1"|"JUND"|"CYP1B1"|"TNF"|"NFE2L2"|"EP300"
"WP_Apoptosis%WP254",0.00126262626262626,0.0170027865677986,0.709582397588678,1.97727588739281,0,71,"NFKBIA"|"BBC3"|"NFKBIE"|"IRF1"|"JUN"|"NFKBIB"|"NFKB1"|"PMAIP1"|"MDM2"|"MCL1"|"MIR3191"|"APAF1"|"BIRC3"|"TNF"|"CASP10"|"CHUK"|"IRF7"|"BCL2L2"|"MAP2K4"|"MAP3K1"
"WP_Aryl_Hydrocarbon_Receptor_Netpath%WP2586",0.00138888888888889,0.0170027865677986,0.668274003895454,1.67735514306649,0,37,"PTGS2"|"CDKN1B"|"NFKB1"|"CYP1B1"|"NRIP1"|"TNF"|"NCOA7"|"NFE2L2"|"EP300"|"KRAS"|"KLF6"|"VEGFA"
"WP_TNF_alpha_Signaling_Pathway%WP231",0.00122699386503067,0.0170027865677986,0.595797296470086,1.70559201928542,0,86,"TNFAIP3"|"NFKBIA"|"NFKBIE"|"MAP3K8"|"CCL2"|"JUN"|"NFKBIB"|"NFKB1"|"REL"|"NFKB2"|"TBK1"|"APAF1"|"SELE"|"TAB3"|"BIRC3"|"TNF"|"RFK"|"TANK"|"TAB2"|"CHUK"|"MAP2K4"|"KRAS"|"MAP3K1"
"WP_RANKL/RANK_(Receptor_activator_of_NFKB_(ligand))_Signaling_Pathway%WP2018",0.00132100396301189,0.0170027865677986,0.672951087637501,1.77122937708426,0,48,"NFKBIA"|"FOS"|"JUN"|"ICAM1"|"NFKB1"|"RELB"|"NFKB2"|"STAT1"|"TAB2"|"CHUK"|"TRAF6"
"WP_Fibrin_Complement_Receptor_3_Signaling_Pathway%WP4136",0.0014265335235378,0.0170027865677986,0.788954692372935,1.88067516274586,0,29,"CXCL3"|"FGA"|"FGB"|"FGG"|"CCL2"|"NFKB1"|"LBP"|"TICAM1"|"TNF"|"IRAK2"|"CHUK"|"TRAF6"
"WP_Chromosomal_and_microsatellite_instability_in_colorectal_cancer_%WP4216",0.00126422250316056,0.0170027865677986,0.585025917990054,1.6248892674474,0,69,"BBC3"|"PTGS2"|"FOS"|"JUN"|"PMAIP1"|"REL"|"GADD45A"|"MIR3191"|"TBK1"|"GADD45B"|"BRAF"|"GSK3B"|"TCF7L2"|"KRAS"|"TGFBR1"|"RALGDS"|"APC"|"APC2"|"CSNK1A1"|"BCL2L11"
"WP_Genotoxicity_pathway%WP4286",0.00132100396301189,0.0170027865677986,0.697621694136353,1.84264026505568,0,49,"PPM1D"|"BTG2"|"AEN"|"MDM2"|"GADD45A"|"CEBPD"|"TOPORS"|"RBM12B"|"TRIAP1"|"PLK3"|"COIL"|"PRKAB1"|"AMER1"|"RRM2B"|"B3GNT2"|"SMAD5"|"ITPKC"|"E2F7"|"ID2"|"GXYLT1"|"PRKAB2"|"ARRDC4"|"CCP110"
"WP_IL-18_signaling_pathway%WP4754",0.00109769484083425,0.0170027865677986,0.569710436915485,1.76156454797072,0,194,"CXCL2"|"TNFAIP3"|"NFKBIA"|"NFKBIZ"|"PTGS2"|"CXCL3"|"NFKBIE"|"FOS"|"ZC3H12A"|"ATF3"|"CCL2"|"IRF1"|"SOCS3"|"FBXW7"|"JUN"|"CCL20"|"ICAM1"|"TGM2"|"BTG2"|"NFKB1"|"REL"|"NR4A1"|"NFKB2"|"CD83"|"CEBPB"|"LTB"|"SDC4"|"BIRC3"|"TNF"|"SP1"|"TNFAIP2"|"ARF6"|"IER3"|"HDGF"|"GSK3B"|"TRPM7"|"CHUK"|"RGS16"|"ZNF143"|"PTX3"|"ARL4D"|"TRAF6"|"PTEN"|"CCL4"
"WP_Cytosolic_DNA-sensing_pathway%WP4655",0.00134952766531714,0.0170027865677986,0.664341404014766,1.72990119882951,0,46,"NFKBIA"|"CYLD"|"NFKBIB"|"NFKB1"|"TBK1"|"CASP10"|"CHUK"|"IRF7"|"POLR2K"|"CCL4"|"POLR1C"|"POLR3G"|"CASP8"
"WP_Type_I_Interferon_Induction_and_Signaling_During_SARS-CoV-2_Infection%WP4868",0.00144300144300144,0.0170027865677986,0.761733969843592,1.77766599565558,0,26,"NFKBIA"|"FOS"|"JUN"|"NFKB1"|"TBK1"|"STAT1"|"IRF9"|"CHUK"|"TRAF6"
"WP_Host-pathogen_interaction_of_human_corona_viruses_-_MAPK_signaling%WP4877",0.00137551581843191,0.0170027865677986,0.709954273097099,1.74923050685105,0,32,"JUNB"|"DDIT3"|"FOS"|"JUN"|"MAP3K9"|"IFITM2"|"MAP2K4"|"MAP3K1"
"WP_Host-pathogen_interaction_of_human_corona_viruses_-_Interferon_induction%WP4880",0.00138312586445367,0.0170027865677986,0.73598497331046,1.8032453206914,0,31,"NFKBIA"|"FOS"|"JUN"|"NFKB1"|"TBK1"|"TICAM1"|"STAT1"|"IRF9"|"CHUK"|"TRAF6"
"WP_TP53_Network%WP1742",0.00154798761609907,0.0174148606811146,0.883161462110623,1.90004809618042,0,17,"BBC3"|"PMAIP1"|"MDM2"|"GADD45A"|"MIR3191"
"KEGG_Glycolysis_/_Gluconeogenesis%hsa00010",0.0036101083032491,0.0200246305418719,-0.813878512035172,-2.42447344194843,0,44,"ALDH1B1"|"PFKP"|"TPI1"|"PGK1"|"PKM"|"LDHB"|"ENO1"|"ALDOA"|"G6PC3"|"ADH5"|"ACSS1"|"ALDH3A2"|"PDHA1"|"PGAM1"|"GPI"|"AKR1A1"|"ALDH2"|"ALDH3B1"|"ALDH9A1"|"GALM"|"PFKL"|"ENO2"|"ALDH7A1"|"DLD"|"PDHB"|"ADH1C"|"GAPDH"
"KEGG_Citrate_cycle_(TCA_cycle)%hsa00020",0.00305810397553517,0.0200246305418719,-0.810581927677719,-2.22947518300615,0,28,"OGDH"|"MDH1"|"ACLY"|"MDH2"|"ACO2"|"SDHA"|"PDHA1"|"IDH3G"|"SUCLG1"|"IDH1"|"DLD"|"SDHB"|"CS"|"PDHB"
"KEGG_Pentose_phosphate_pathway%hsa00030",0.00294117647058824,0.0200246305418719,-0.826377261290572,-2.15106915817321,0,22,"G6PD"|"PFKP"|"ALDOA"|"TALDO1"|"GPI"|"PGD"|"PRPS1"|"TKT"|"PFKL"
"KEGG_Fatty_acid_elongation%hsa00062",0.00285714285714286,0.0200246305418719,-0.755978562285592,-1.91850152241214,0,20,"ACAA2"|"HADHB"|"TECR"|"ACOT7"|"ELOVL6"|"PPT1"|"HADHA"|"ELOVL1"|"ECHS1"|"HADH"
"KEGG_Fatty_acid_degradation%hsa00071",0.00328947368421053,0.0200246305418719,-0.785272582496567,-2.20551092115052,0,32,"ALDH1B1"|"ACAA2"|"ADH5"|"ACADVL"|"ACAT2"|"ALDH3A2"|"ECI2"|"HADHB"|"ALDH2"|"ACOX3"|"ALDH9A1"|"HADHA"|"ALDH7A1"|"ECHS1"|"HADH"|"ADH1C"|"ACAT1"
"KEGG_Steroid_biosynthesis%hsa00100",0.00277777777777778,0.0200246305418719,-0.930413017661037,-2.32555745458226,0,18,"DHCR24"|"DHCR7"|"MSMO1"|"FDFT1"|"NSDHL"|"LSS"|"EBP"|"SQLE"|"CYP51A1"|"LIPA"|"TM7SF2"
"KEGG_Cysteine_and_methionine_metabolism%hsa00270",0.00333333333333333,0.0200246305418719,-0.63335582522069,-1.83900357382786,0,37,"AHCY"|"MDH1"|"LDHB"|"ADI1"|"MDH2"|"PSAT1"|"SMS"|"GOT2"|"CBS"|"TST"|"BCAT1"|"AMD1"|"MPST"|"GOT1"|"GSS"|"BCAT2"|"SDSL"|"MTR"|"MRI1"|"AHCYL1"|"PHGDH"
"KEGG_Valine,_leucine_and_isoleucine_degradation%hsa00280",0.0037037037037037,0.0200246305418719,-0.750267082063674,-2.19499453088424,0,42,"ALDH1B1"|"ACAA2"|"HMGCS1"|"ACAT2"|"ALDH3A2"|"HADHB"|"PCCB"|"ALDH2"|"IVD"|"ALDH9A1"|"AACS"|"HADHA"|"ALDH7A1"|"DLD"|"ECHS1"|"HSD17B10"|"HADH"|"BCAT1"|"ACAT1"|"PCCA"|"HMGCL"|"HIBADH"|"MCCC2"|"HIBCH"|"ACADSB"|"BCKDHB"|"DBT"|"BCAT2"
"KEGG_Arginine_and_proline_metabolism%hsa00330",0.00325732899022801,0.0200246305418719,-0.621309318402116,-1.79318253527851,0,35,"ALDH1B1"|"P4HA2"|"ALDH3A2"|"ALDH4A1"|"CNDP2"|"GATM"|"ALDH2"|"SMS"|"ALDH9A1"|"ALDH7A1"|"GOT2"|"HOGA1"|"PYCR1"|"CKB"|"AMD1"
"KEGG_Glutathione_metabolism%hsa00480",0.0037037037037037,0.0200246305418719,-0.610834310745248,-1.78706757022358,0,42,"G6PD"|"GSTP1"|"GPX3"|"GSR"|"GSTO1"|"MGST3"|"PGD"|"GGT1"|"SMS"|"MGST2"|"GPX1"|"GPX2"|"IDH1"|"RRM1"
"KEGG_Glycerolipid_metabolism%hsa00561",0.00336700336700337,0.0200246305418719,-0.707000747029161,-2.04591413276972,0,38,"ALDH1B1"|"AKR1B1"|"AKR1B10"|"LPIN1"|"ALDH3A2"|"AKR1A1"|"ALDH2"|"MGLL"|"ALDH9A1"|"ALDH7A1"|"LIPC"|"AGPAT1"|"DGKA"
"KEGG_Pyruvate_metabolism%hsa00620",0.00328947368421053,0.0200246305418719,-0.780489686938886,-2.19207771512459,0,32,"ALDH1B1"|"MDH1"|"PKM"|"LDHB"|"MDH2"|"ACACA"|"ACAT2"|"ACSS1"|"ALDH3A2"|"PDHA1"|"ALDH2"|"ALDH9A1"|"GRHPR"|"ALDH7A1"|"DLD"|"HAGH"|"PDHB"|"ACAT1"|"LDHD"|"ACSS2"
"KEGG_Glyoxylate_and_dicarboxylate_metabolism%hsa00630",0.00297619047619048,0.0200246305418719,-0.817986574495396,-2.19876649520819,0,25,"MDH1"|"MDH2"|"ACO2"|"ACAT2"|"ACSS1"|"PCCB"|"GLDC"|"GRHPR"|"SHMT1"|"DLD"|"PGP"|"HOGA1"|"CS"|"SHMT2"|"ACAT1"|"PCCA"|"ACSS2"|"CAT"|"GCSH"|"GLUL"
"KEGG_Propanoate_metabolism%hsa00640",0.00314465408805031,0.0200246305418719,-0.72759535345779,-2.00597471417102,0,29,"LDHB"|"ACACA"|"ACAT2"|"ACSS1"|"PCCB"|"ACOX3"|"SUCLG1"|"HADHA"|"DLD"|"ECHS1"|"ACAT1"|"PCCA"|"MLYCD"|"ACSS2"|"HIBCH"|"SUCLA2"|"BCKDHB"|"DBT"
"KEGG_Terpenoid_backbone_biosynthesis%hsa00900",0.00285714285714286,0.0200246305418719,-0.743144954461387,-1.88593274681837,0,20,"FDPS"|"HMGCS1"|"ACAT2"|"HMGCR"|"PCYOX1"|"MVD"|"IDI1"|"ZMPSTE24"|"MVK"|"ACAT1"
"KEGG_Drug_metabolism%hsa00983",0.00367647058823529,0.0200246305418719,-0.554438003888221,-1.68725188750341,0,47,"NME1"|"GSTP1"|"GSTO1"|"MGST3"|"TK1"|"MGST2"|"ITPA"|"CDA"|"RRM1"|"XDH"|"GUSB"|"NME7"|"CES1"|"GSTA1"|"NME6"|"UGT2B7"
"KEGG_Proteasome%hsa03050",0.0037037037037037,0.0200246305418719,-0.708299546635345,-2.0722135733531,0,42,"PSMB5"|"PSMB7"|"PSMD2"|"PSMB3"|"PSMB6"|"PSMD1"|"PSMD4"|"PSMB2"|"PSMA5"|"PSMB1"|"PSMA7"|"PSMC3"|"PSMC5"|"POMP"|"PSMA2"|"PSMD7"|"PSMA4"|"PSMC1"|"PSMD8"|"PSMD13"|"PSMD9"|"PSMC4"|"PSMD14"|"PSMA3"|"ADRM1"|"PSMC2"|"PSME2"|"PSMA6"|"PSMB10"|"PSMD3"
"KEGG_Cytokine-cytokine_receptor_interaction%hsa04060",0.0012453300124533,0.0200246305418719,0.619630969301216,1.77105523705881,0,94,"CXCL2"|"CXCL3"|"CCL2"|"CXCL5"|"CCL20"|"GDF15"|"CXCL1"|"EDA2R"|"CSF1"|"LTB"|"IL23A"|"TNF"|"IL6ST"|"IL1A"|"LIF"|"BMPR1B"|"IL4R"|"NGFR"|"CSF3"|"IFNGR2"|"TGFBR1"|"CCL4"|"IL20RB"|"ACVR2A"|"IL1R1"|"CSH2"|"TNFSF14"|"IFNGR1"|"IL18R1"|"IL17RA"|"IL11"|"OSMR"|"BMP2"|"TNFRSF1A"|"CLCF1"|"TNFRSF10B"
"KEGG_Viral_protein_interaction_with_cytokine_and_cytokine_receptor%hsa04061",0.003003003003003,0.0200246305418719,0.756228775233279,1.79964546071638,1,25,"CXCL2"|"CXCL3"|"CCL2"|"CXCL5"|"CCL20"|"CXCL1"|"CSF1"|"TNF"|"IL6ST"|"CCL4"|"IL20RB"|"TNFSF14"|"IL18R1"
"KEGG_Chemokine_signaling_pathway%hsa04062",0.00121212121212121,0.0200246305418719,0.563823643215809,1.6432529262126,0,107,"CXCL2"|"NFKBIA"|"CXCL3"|"CCL2"|"CXCL5"|"CCL20"|"NFKBIB"|"NFKB1"|"CRKL"|"CXCL1"|"BRAF"|"STAT1"|"GNAI1"|"JAK2"|"GSK3B"|"CHUK"|"KRAS"
"KEGG_NF-kappa_B_signaling_pathway%hsa04064",0.00127877237851662,0.0200246305418719,0.758219295200208,2.11844458378485,0,72,"CXCL2"|"TNFAIP3"|"NFKBIA"|"PTGS2"|"CXCL3"|"CYLD"|"ICAM1"|"NFKB1"|"RELB"|"GADD45A"|"BCL10"|"LBP"|"CXCL1"|"EDA2R"|"NFKB2"|"GADD45B"|"LTB"|"TICAM1"|"TAB3"|"BIRC3"|"TNF"|"TAB2"|"CHUK"
"KEGG_Cardiac_muscle_contraction%hsa04260",0.00373134328358209,0.0200246305418719,-0.749227704529674,-2.27362432431698,0,48,"TPM1"|"UQCRQ"|"UQCR10"|"UQCRC1"|"ATP1A1"|"COX6A1"|"TPM4"|"COX6B1"|"COX4I1"|"COX7C"|"COX8A"|"UQCRH"|"ATP1B1"|"COX7B"|"TPM3"|"COX7A2L"|"TPM2"|"CACNG4"|"ASPH"|"COX5B"|"COX6C"|"CYC1"|"UQCR11"|"COX7A2"
"KEGG_Osteoclast_differentiation%hsa04380",0.00124069478908189,0.0200246305418719,0.628021269625981,1.78970392086701,0,85,"JUNB"|"NFKBIA"|"FOS"|"SOCS3"|"JUN"|"FOSB"|"CYLD"|"NFKB1"|"RELB"|"JUND"|"NFKB2"|"CSF1"|"STAT1"|"TNF"|"FOSL1"|"CREB1"|"IL1A"|"IRF9"|"FOSL2"|"TAB2"|"CHUK"|"IFNGR2"|"TRAF6"|"TGFBR1"
"KEGG_ECM-receptor_interaction%hsa04512",0.00392156862745098,0.0200246305418719,-0.742088626549395,-2.27495502171988,0,51,"COL4A2"|"HSPG2"|"LAMC2"|"COL4A1"|"LAMB1"|"ITGA3"|"ITGA6"|"LAMC1"|"LAMB3"|"THBS1"|"FRAS1"|"CD44"|"LAMA3"|"COL6A1"|"DAG1"|"SDC1"|"LAMB2"|"TNC"|"ITGB5"|"ITGA5"|"ITGB1"
"KEGG_Adherens_junction%hsa04520",0.00389105058365759,0.0200246305418719,-0.522833285809893,-1.66952747030627,0,58,"ACTN4"|"VCL"|"ACTB"|"ACTN1"|"TGFBR2"|"CTNNA1"|"PTPRF"|"PTPRM"|"ACTG1"|"RAC1"|"CDC42"|"IQGAP1"|"PARD3"|"RHOA"|"MET"|"WASF2"|"LMO7"|"CTNNB1"
"KEGG_Gap_junction%hsa04540",0.00409836065573771,0.0200246305418719,-0.546327295623922,-1.74668286956856,0,64,"TUBA1A"|"TUBA1B"|"TUBA4A"|"TUBB4B"|"GNAS"|"PRKCA"|"TUBB"|"TUBB2A"|"PRKACA"|"GRB2"|"ADCY5"|"TUBB4A"|"ADCY9"|"TUBA1C"|"MAP2K1"|"PLCB4"|"GNAI2"|"PLCB3"|"MAPK1"|"ITPR3"
"KEGG_Toll-like_receptor_signaling_pathway%hsa04620",0.00130208333333333,0.0200246305418719,0.663203441794084,1.83698721183805,0,66,"NFKBIA"|"FOS"|"MAP3K8"|"JUN"|"NFKB1"|"LBP"|"TBK1"|"TICAM1"|"STAT1"|"TNF"|"TAB2"|"CHUK"|"IRF7"|"MAP2K4"|"TRAF6"|"CCL4"
"KEGG_NOD-like_receptor_signaling_pathway%hsa04621",0.00118483412322275,0.0200246305418719,0.601645292022974,1.77334207313761,0,118,"CXCL2"|"TNFAIP3"|"NFKBIA"|"CXCL3"|"CCL2"|"JUN"|"NFKBIB"|"NFKB1"|"CXCL1"|"TBK1"|"NAMPT"|"TICAM1"|"STAT1"|"TAB3"|"BIRC3"|"TNF"|"TANK"|"CARD9"|"IRF9"|"TAB2"|"TRPM7"|"CHUK"|"IRF7"|"TXNIP"|"RIPK2"|"TRAF6"|"PKN2"
"KEGG_RIG-I-like_receptor_signaling_pathway%hsa04622",0.00136986301369863,0.0200246305418719,0.683854036756178,1.80070902614188,0,47,"NFKBIA"|"CYLD"|"NFKBIB"|"NFKB1"|"TBK1"|"TNF"|"TANK"|"CASP10"|"CHUK"|"IRF7"|"MAP3K1"|"TRAF6"|"SIKE1"|"CASP8"
"KEGG_C-type_lectin_receptor_signaling_pathway%hsa04625",0.00126262626262626,0.0200246305418719,0.676271030200906,1.90655262942039,0,78,"NFKBIA"|"PTGS2"|"BCL3"|"IRF1"|"JUN"|"CYLD"|"EGR2"|"NFKB1"|"MDM2"|"RELB"|"BCL10"|"NFKB2"|"STAT1"|"IL23A"|"TNF"|"CARD9"|"IRF9"|"PLK3"|"CHUK"|"KRAS"
"KEGG_IL-17_signaling_pathway%hsa04657",0.0013351134846462,0.0200246305418719,0.776460621438247,2.12000946725955,0,62,"CXCL2"|"TNFAIP3"|"NFKBIA"|"PTGS2"|"CXCL3"|"FOS"|"CCL2"|"CXCL5"|"JUN"|"FOSB"|"CCL20"|"NFKB1"|"CXCL1"|"JUND"|"SRSF1"|"TBK1"|"CEBPB"|"TAB3"|"TNF"|"FOSL1"|"TAB2"|"GSK3B"|"CHUK"|"CSF3"|"TRAF4"|"TRAF6"
"KEGG_Th1_and_Th2_cell_differentiation%hsa04658",0.00133689839572193,0.0200246305418719,0.65232815017736,1.76638721529796,0,59,"NFKBIA"|"NFKBIE"|"FOS"|"JUN"|"NFKBIB"|"RBPJ"|"NFKB1"|"STAT1"|"IL4R"|"JAK2"|"CHUK"|"IFNGR2"|"DLL4"|"NOTCH1"|"PPP3R1"
"KEGG_T_cell_receptor_signaling_pathway%hsa04660",0.00127388535031847,0.0200246305418719,0.611361387549797,1.71448205650043,0,74,"NFKBIA"|"NFKBIE"|"FOS"|"MAP3K8"|"JUN"|"NFKBIB"|"NFKB1"|"BCL10"|"TNF"|"GSK3B"|"CHUK"|"KRAS"|"RASGRP1"|"PPP3R1"|"NCK1"
"KEGG_TNF_signaling_pathway%hsa04668",0.0012453300124533,0.0200246305418719,0.787297074298193,2.25028553387084,0,94,"JUNB"|"CXCL2"|"TNFAIP3"|"NFKBIA"|"PTGS2"|"CXCL3"|"BCL3"|"FOS"|"MAP3K8"|"CCL2"|"IRF1"|"SOCS3"|"CXCL5"|"JUN"|"CCL20"|"ICAM1"|"NFKB1"|"CXCL1"|"CSF1"|"CEBPB"|"SELE"|"TAB3"|"BIRC3"|"TNF"|"BAG4"|"ATF4"|"CREB1"|"LIF"|"TAB2"|"CASP10"|"CHUK"
"KEGG_Thyroid_hormone_synthesis%hsa04918",0.003584229390681,0.0200246305418719,-0.579057861122358,-1.76131792111107,0,46,"GNAS"|"GPX3"|"GSR"|"PRKCA"|"ATP1A1"|"HSP90B1"|"PRKACA"|"ADCY5"|"ATP1B1"|"GPX1"|"GPX2"|"HSPA5"|"ADCY9"|"CANX"|"PLCB4"|"PLCB3"|"PDIA4"|"ITPR3"|"CREB3"
"KEGG_Endocrine_and_other_factor-regulated_calcium_reabsorption%hsa04961",0.00325732899022801,0.0200246305418719,-0.659468839862991,-1.90331606363796,0,35,"AP2M1"|"AP2B1"|"GNAS"|"PRKCA"|"ATP1A1"|"DNM1"|"AP2A2"|"PRKACA"|"ATP1B1"|"ADCY9"|"PLCB4"|"CLTC"|"PLCB3"|"ATP2B1"|"DNM2"|"CLTB"
"KEGG_Salivary_secretion%hsa04970",0.00367647058823529,0.0200246305418719,-0.644839067966173,-1.96235814812798,0,47,"GNAS"|"PRKCA"|"ATP1A1"|"CST2"|"CALM1"|"PRKACA"|"CST1"|"CST3"|"CALM2"|"ADCY5"|"CALM3"|"ATP1B1"|"KCNN4"|"ADCY9"|"SLC12A2"|"PLCB4"|"KCNMA1"|"ADRA1B"|"PLCB3"|"ATP2B1"|"ITPR3"
